frame,state,boot_x,boot_y,cart_x,target,direction,loop_ms
294,AIM,1032,382,1014,,0,1.8
295,AIM,1032,382,1014,,0,2.0
296,AIM,1032,382,1014,,0,2.1
297,AIM,1032,382,1014,,0,2.4
298,AIM,1032,382,1014,,0,2.1
299,AIM,1032,382,1014,,0,2.7
300,AIM,1032,382,1014,,0,2.3
301,AIM,1032,382,1014,,0,2.6
302,AIM,1032,382,1014,,0,2.8
303,AIM,1032,382,1014,,0,3.5
304,AIM,1032,382,1014,,0,2.1
305,AIM,1032,382,1014,,0,2.9
306,AIM,1032,382,1014,,0,1.9
307,AIM,1032,382,1014,,0,3.3
308,AIM,1032,382,1014,,0,2.0
309,AIM,1032,382,1014,,0,3.5
310,AIM,1032,382,1014,,0,2.5
311,AIM,1032,382,1014,,0,2.5
312,AIM,1032,382,1014,,0,2.0
313,AIM,1032,382,1014,,0,3.8
314,AIM,1032,382,1014,,0,2.7
315,AIM,1032,382,1014,,0,3.7
316,AIM,1032,382,1014,,0,2.7
317,AIM,1032,382,1014,,0,2.7
318,AIM,1032,382,1014,,0,2.7
319,AIM,1032,382,1014,,0,2.4
320,AIM,1032,382,1014,,0,1.9
321,AIM,1032,382,1014,,0,2.7
322,AIM,1032,382,1014,,0,3.2
323,AIM,1032,382,1014,,0,2.4
324,AIM,1032,382,1014,,0,1.9
325,AIM,1032,382,1014,,0,3.4
326,AIM,1032,382,1014,,0,3.5
327,AIM,1032,382,1014,,0,2.2
328,AIM,1032,382,1014,,0,1.9
329,AIM,1032,382,1014,,0,3.3
330,AIM,1032,382,1014,,0,3.1
331,AIM,1032,382,1014,,0,3.2
332,AIM,1032,382,1014,,0,2.6
333,AIM,1032,382,1014,,0,2.6
334,AIM,1032,382,1014,,0,2.3
335,AIM,1032,382,1014,,0,3.8
336,AIM,1032,382,1014,,0,2.3
337,AIM,1032,382,1014,,0,3.5
338,AIM,1032,382,1014,,0,3.1
339,AIM,1032,382,1014,,0,3.4
340,AIM,1032,382,1014,,0,4.2
341,AIM,1032,382,1014,,0,2.9
342,AIM,1032,382,1014,,0,2.0
343,AIM,1032,382,1014,,0,3.3
344,AIM,1032,382,1014,,0,1.9
345,AIM,1032,382,1014,,0,2.7
346,AIM,1032,382,1014,,0,2.6
347,AIM,1032,382,1014,,0,3.7
348,AIM,1032,382,1014,,0,2.5
349,AIM,1032,382,1014,,0,3.6
350,AIM,1032,382,1014,,0,2.4
351,AIM,1032,382,1014,,0,2.7
352,AIM,1032,382,1014,,0,2.2
353,AIM,1032,382,1014,,0,3.5
354,AIM,1032,382,1014,,0,2.7
355,AIM,1032,382,1014,,0,2.8
356,AIM,1032,382,1014,,0,1.9
357,AIM,1032,382,1014,,0,3.0
358,AIM,1032,382,1014,,0,2.4
359,AIM,1032,382,1014,,0,3.5
360,AIM,1032,382,1014,,0,1.9
361,AIM,1032,382,1014,,0,3.5
362,AIM,1032,382,1014,,0,2.9
363,AIM,1032,382,1014,,0,3.2
364,AIM,1032,382,1014,,0,2.1
365,AIM,1032,382,1014,,0,2.9
366,AIM,1032,382,1014,,0,2.8
367,AIM,1032,382,1014,,0,3.4
368,AIM,1032,382,1014,,0,3.2
369,AIM,1032,382,1014,,0,2.2
370,AIM,1032,382,1014,,0,2.1
371,AIM,1032,382,1014,,0,2.7
372,AIM,1032,382,1014,,0,2.7
373,AIM,1032,382,1014,,0,3.5
374,AIM,1032,382,1014,,0,2.1
375,AIM,1032,382,1014,,0,3.5
376,AIM,1032,382,1014,,0,3.8
377,AIM,1032,382,1014,,0,2.2
378,AIM,1032,382,1014,,0,3.1
379,AIM,1032,382,1014,,0,3.3
380,AIM,1032,382,1014,,0,2.4
381,AIM,1032,382,1014,,0,3.0
382,AIM,1032,382,1014,,0,2.3
383,AIM,1032,382,1014,,0,3.9
384,AIM,1032,382,1014,,0,1.9
385,AIM,1032,382,1014,,0,3.1
386,AIM,1032,382,1014,,0,2.8
387,AIM,1032,382,1014,,0,2.8
388,AIM,1032,382,1014,,0,2.0
389,AIM,1032,382,1014,,0,2.8
390,AIM,1032,382,1014,,0,2.0
391,AIM,1032,382,1014,,0,3.0
392,AIM,1032,382,1014,,0,2.2
393,AIM,1032,382,1014,,0,3.4
394,AIM,1032,382,1014,,0,2.7
395,AIM,1032,382,1014,,0,3.8
396,AIM,1032,382,1014,,0,2.0
397,AIM,1032,382,1014,,0,2.9
398,AIM,1032,382,1014,,0,2.2
399,AIM,1032,382,1014,,0,2.3
400,AIM,1032,382,1014,,0,1.9
401,AIM,1032,382,1014,,0,3.7
402,AIM,1032,382,1014,,0,1.9
403,AIM,1032,382,1014,,0,2.8
404,AIM,1032,382,1014,,0,3.0
405,AIM,1032,382,1014,,0,2.2
406,AIM,1032,382,1014,,0,4.0
407,AIM,1032,382,1014,,0,2.7
408,AIM,1032,382,1014,,0,3.1
409,AIM,1032,382,1014,,0,2.7
410,AIM,1032,382,1014,,0,2.2
411,AIM,1032,382,1014,,0,3.6
412,AIM,1032,382,1014,,0,2.4
413,AIM,1032,382,1014,,0,2.2
